episode_number,title,views,length,video_id,publish_date,url,guest_names,episode_title
112.0,"Ian Hutchinson: Nuclear Fusion, Plasma Physics, and Religion | Lex Fridman Podcast #112",253030,7275,pDSEjaDCtOU,2020-07-29 00:00:00,https://www.youtube.com/watch?v=pDSEjaDCtOU,Ian Hutchinson,"Nuclear Fusion, Plasma Physics, and Religion"
113.0,Manolis Kellis: Human Genome and Evolutionary Dynamics | Lex Fridman Podcast #113,375893,8964,brslF-Cy3HU,2020-07-31 00:00:00,https://www.youtube.com/watch?v=brslF-Cy3HU,Manolis Kellis,Human Genome and Evolutionary Dynamics
114.0,"Russ Tedrake: Underactuated Robotics, Control, Dynamics and Touch | Lex Fridman Podcast #114",116824,10126,A22Ej6kb2wo,2020-08-09 00:00:00,https://www.youtube.com/watch?v=A22Ej6kb2wo,Russ Tedrake,"Underactuated Robotics, Control, Dynamics and Touch"
115.0,Dileep George: Brain-Inspired AI | Lex Fridman Podcast #115,114384,7805,tg_m_LxxRwM,2020-08-14 00:00:00,https://www.youtube.com/watch?v=tg_m_LxxRwM,Dileep George,Brain-Inspired AI
116.0,Sara Seager: Search for Planets and Life Outside Our Solar System | Lex Fridman Podcast #116,451657,6095,-jA2ABHBc6Y,2020-08-16 00:00:00,https://www.youtube.com/watch?v=-jA2ABHBc6Y,Sara Seager,Search for Planets and Life Outside Our Solar System
117.0,Sheldon Solomon: Death and Meaning | Lex Fridman Podcast #117,986631,10583,qfKyNxfyWbo,2020-08-20 00:00:00,https://www.youtube.com/watch?v=qfKyNxfyWbo,Sheldon Solomon,Death and Meaning
118.0,"Grant Sanderson: Math, Manim, Neural Networks & Teaching with 3Blue1Brown | Lex Fridman Podcast #118",279019,7705,U_6AYX42gkU,2020-08-23 00:00:00,https://www.youtube.com/watch?v=U_6AYX42gkU,Grant Sanderson,"Math, Manim, Neural Networks & Teaching with 3Blue1Brown"
119.0,David Eagleman: Neuroplasticity and the Livewired Brain | Lex Fridman Podcast #119,158575,6084,386s-y1aRRo,2020-08-26 00:00:00,https://www.youtube.com/watch?v=386s-y1aRRo,David Eagleman,Neuroplasticity and the Livewired Brain
120.0,François Chollet: Measures of Intelligence | Lex Fridman Podcast #120,233897,9260,PUAdj3w3wO4,2020-08-30 00:00:00,https://www.youtube.com/watch?v=PUAdj3w3wO4,François Chollet,Measures of Intelligence
121.0,Eugenia Kuyda: Friendship with an AI Companion | Lex Fridman Podcast #121,288815,10866,_AGPbvCDBCk,2020-09-05 00:00:00,https://www.youtube.com/watch?v=_AGPbvCDBCk,Eugenia Kuyda,Friendship with an AI Companion
122.0,"David Fravor: UFOs, Aliens, Fighter Jets, and Aerospace Engineering | Lex Fridman Podcast #122",6760882,14184,aB8zcAttP1E,2020-09-08 00:00:00,https://www.youtube.com/watch?v=aB8zcAttP1E,David Fravor,"UFOs, Aliens, Fighter Jets, and Aerospace Engineering"
123.0,"Manolis Kellis: Origin of Life, Humans, Ideas, Suffering, and Happiness | Lex Fridman Podcast #123",517743,7852,t06rkOOUa7g,2020-09-12 00:00:00,https://www.youtube.com/watch?v=t06rkOOUa7g,Manolis Kellis,"Origin of Life, Humans, Ideas, Suffering, and Happiness"
124.0,"Stephen Wolfram: Fundamental Theory of Physics, Life, and the Universe | Lex Fridman Podcast #124",463208,15818,-t1_ffaFXao,2020-09-15 00:00:00,https://www.youtube.com/watch?v=-t1_ffaFXao,Stephen Wolfram,"Fundamental Theory of Physics, Life, and the Universe"
125.0,"Ryan Hall: Martial Arts and the Philosophy of Violence, Power, and Grace | Lex Fridman Podcast #125",1247227,13693,hhEwWghH_XM,2020-09-20 00:00:00,https://www.youtube.com/watch?v=hhEwWghH_XM,Ryan Hall,"Martial Arts and the Philosophy of Violence, Power, and Grace"
126.0,"James Gosling: Java, JVM, Emacs, and the Early Days of Computing | Lex Fridman Podcast #126",383877,6661,IT__Nrr3PNI,2020-09-24 00:00:00,https://www.youtube.com/watch?v=IT__Nrr3PNI,James Gosling,"Java, JVM, Emacs, and the Early Days of Computing"
127.0,"Joe Rogan: Fear, Love, Chaos, and the Joe Rogan Experience | Lex Fridman Podcast #127",3362977,4564,FKCJWkPehdY,2020-09-26 00:00:00,https://www.youtube.com/watch?v=FKCJWkPehdY,Joe Rogan,"Fear, Love, Chaos, and the Joe Rogan Experience"
128.0,"Michael Malice: Anarchy, Democracy, Libertarianism, Love, and Trolling | Lex Fridman Podcast #128",1551657,12031,BIk1zUy8ehU,2020-10-02 00:00:00,https://www.youtube.com/watch?v=BIk1zUy8ehU,Michael Malice,"Anarchy, Democracy, Libertarianism, Love, and Trolling"
129.0,Lisa Feldman Barrett: Counterintuitive Ideas About How the Brain Works | Lex Fridman Podcast #129,420738,8417,NbdRIVCBqNI,2020-10-04 00:00:00,https://www.youtube.com/watch?v=NbdRIVCBqNI,Lisa Feldman Barrett,Counterintuitive Ideas About How the Brain Works
130.0,Scott Aaronson: Computational Complexity and Consciousness | Lex Fridman Podcast #130,147631,6756,nAMjv0NAESM,2020-10-11 00:00:00,https://www.youtube.com/watch?v=nAMjv0NAESM,Scott Aaronson,Computational Complexity and Consciousness
131.0,Chris Lattner: The Future of Computing and Programming Languages | Lex Fridman Podcast #131,485938,9760,nWTvXbQHwWs,2020-10-18 00:00:00,https://www.youtube.com/watch?v=nWTvXbQHwWs,Chris Lattner,The Future of Computing and Programming Languages
132.0,George Hotz: Hacking the Simulation & Learning to Drive with Neural Nets | Lex Fridman Podcast #132,1265501,11326,_L3gNaAVjQ4,2020-10-21 00:00:00,https://www.youtube.com/watch?v=_L3gNaAVjQ4,George Hotz,Hacking the Simulation & Learning to Drive with Neural Nets
133.0,Manolis Kellis: Biology of Disease | Lex Fridman Podcast #133,202867,9298,Aq9UPIXbtKI,2020-10-25 00:00:00,https://www.youtube.com/watch?v=Aq9UPIXbtKI,Manolis Kellis,Biology of Disease
134.0,"Eric Weinstein: On the Nature of Good and Evil, Genius and Madness | Lex Fridman Podcast #134",2139309,10310,o2nG7-eXxko,2020-10-29 00:00:00,https://www.youtube.com/watch?v=o2nG7-eXxko,Eric Weinstein,"On the Nature of Good and Evil, Genius and Madness"
135.0,"Charles Isbell: Computing, Interactive AI, and Race in America | Lex Fridman Podcast #135",148666,8630,LAyZ8IYfGxQ,2020-11-01 00:00:00,https://www.youtube.com/watch?v=LAyZ8IYfGxQ,Charles Isbell,"Computing, Interactive AI, and Race in America"
136.0,Dan Carlin: Hardcore History | Lex Fridman Podcast #136,5670783,12085,-k-ztNsBM54,2020-11-02 00:00:00,https://www.youtube.com/watch?v=-k-ztNsBM54,Dan Carlin,Hardcore History
137.0,"Alex Filippenko: Supernovae, Dark Energy, Aliens & the Expanding Universe | Lex Fridman Podcast #137",3267516,9347,WxfA1OSev4c,2020-11-07 00:00:00,https://www.youtube.com/watch?v=WxfA1OSev4c,Alex Filippenko,"Supernovae, Dark Energy, Aliens & the Expanding Universe"
138.0,Yaron Brook: Ayn Rand and the Philosophy of Objectivism | Lex Fridman Podcast #138,289567,10186,SOr1YYRljV8,2020-11-13 00:00:00,https://www.youtube.com/watch?v=SOr1YYRljV8,Yaron Brook,Ayn Rand and the Philosophy of Objectivism
139.0,Andrew Huberman: Neuroscience of Optimal Performance | Lex Fridman Podcast #139,1821624,9135,Ktj050DxG7Q,2020-11-16 00:00:00,https://www.youtube.com/watch?v=Ktj050DxG7Q,Andrew Huberman,Neuroscience of Optimal Performance
140.0,"Lisa Feldman Barrett: Love, Evolution, and the Human Brain | Lex Fridman Podcast #140",202798,8137,S_AFc_BXht4,2020-11-20 00:00:00,https://www.youtube.com/watch?v=S_AFc_BXht4,Lisa Feldman Barrett,"Love, Evolution, and the Human Brain"
141.0,"Erik Brynjolfsson: Economics of AI, Social Networks, and Technology | Lex Fridman Podcast #141",147956,5989,NOReE-3EBhI,2020-11-25 00:00:00,https://www.youtube.com/watch?v=NOReE-3EBhI,Erik Brynjolfsson,"Economics of AI, Social Networks, and Technology"
142.0,"Manolis Kellis: Meaning of Life, the Universe, and Everything | Lex Fridman Podcast #142",185127,7856,bgNzUxyS-kQ,2020-11-30 00:00:00,https://www.youtube.com/watch?v=bgNzUxyS-kQ,Manolis Kellis,"Meaning of Life, the Universe, and Everything"
143.0,John Clarke: The Art of Fighting and the Pursuit of Excellence | Lex Fridman Podcast #143,90593,10489,RvhpncC5jZ8,2020-12-06 00:00:00,https://www.youtube.com/watch?v=RvhpncC5jZ8,John Clarke,The Art of Fighting and the Pursuit of Excellence
144.0,Michael Littman: Reinforcement Learning and the Future of AI | Lex Fridman Podcast #144,92999,6992,c9AbECvRt20,2020-12-12 00:00:00,https://www.youtube.com/watch?v=c9AbECvRt20,Michael Littman,Reinforcement Learning and the Future of AI
145.0,Matthew Johnson: Psychedelics | Lex Fridman Podcast #145,1464592,12898,ICj8p5jPd3Y,2020-12-13 00:00:00,https://www.youtube.com/watch?v=ICj8p5jPd3Y,Matthew Johnson,Psychedelics
146.0,"Michael Mina: Rapid Testing, Viruses, and the Engineering Mindset | Lex Fridman Podcast #146",153308,8051,L-RuvUkcyJI,2020-12-18 00:00:00,https://www.youtube.com/watch?v=L-RuvUkcyJI,Michael Mina,"Rapid Testing, Viruses, and the Engineering Mindset"
147.0,Dmitri Dolgov: Waymo and the Future of Self-Driving Cars | Lex Fridman Podcast #147,97773,8590,P6prRXkI5HM,2020-12-20 00:00:00,https://www.youtube.com/watch?v=P6prRXkI5HM,Dmitri Dolgov,Waymo and the Future of Self-Driving Cars
148.0,Charles Isbell and Michael Littman: Machine Learning and Education | Lex Fridman Podcast #148,189839,7067,yzMVEbs8Zz0,2020-12-26 00:00:00,https://www.youtube.com/watch?v=yzMVEbs8Zz0,Charles Isbell and Michael Littman,Machine Learning and Education
149.0,"Diana Walsh Pasulka: Aliens, Technology, Religion & the Nature of Belief | Lex Fridman Podcast #149",1641051,10514,iqBh7G4uDR8,2020-12-27 00:00:00,https://www.youtube.com/watch?v=iqBh7G4uDR8,Diana Walsh Pasulka,"Aliens, Technology, Religion & the Nature of Belief"
150.0,"Michael Malice: Freedom, Hope, and Happiness Amidst Chaos | Lex Fridman Podcast #150",1862213,10972,uykM3NhJbso,2020-12-31 00:00:00,https://www.youtube.com/watch?v=uykM3NhJbso,Michael Malice,"Freedom, Hope, and Happiness Amidst Chaos"
151.0,Dan Kokotov: Speech Recognition with AI and Humans | Lex Fridman Podcast #151,72991,5326,yTWa-Z1UQwU,2021-01-04 00:00:00,https://www.youtube.com/watch?v=yTWa-Z1UQwU,Dan Kokotov,Speech Recognition with AI and Humans
152.0,"Dan Gable: Olympic Wrestling, Mental Toughness & the Making of Champions | Lex Fridman Podcast #152",175277,4201,pRzelZlKl7E,2021-01-09 00:00:00,https://www.youtube.com/watch?v=pRzelZlKl7E,Dan Gable,"Olympic Wrestling, Mental Toughness & the Making of Champions"
153.0,"Dmitry Korkin: Evolution of Proteins, Viruses, Life, and AI | Lex Fridman Podcast #153",117000,7957,I51DuprOb0o,2021-01-11 00:00:00,https://www.youtube.com/watch?v=I51DuprOb0o,Dmitry Korkin,"Evolution of Proteins, Viruses, Life, and AI"
154.0,"Avi Loeb: Aliens, Black Holes, and the Mystery of the Oumuamua | Lex Fridman Podcast #154",5178635,9831,plcc6E-E1uU,2021-01-13 00:00:00,https://www.youtube.com/watch?v=plcc6E-E1uU,Avi Loeb,"Aliens, Black Holes, and the Mystery of the Oumuamua"
155.0,Max Tegmark: AI and Physics | Lex Fridman Podcast #155,1721935,10963,RL4j4KPwNGM,2021-01-17 00:00:00,https://www.youtube.com/watch?v=RL4j4KPwNGM,Max Tegmark,AI and Physics
156.0,"Tim Dillon: Comedy, Power, Conspiracy Theories, and Freedom | Lex Fridman Podcast #156",2089463,8560,8wYZjOzfTUk,2021-01-29 00:00:00,https://www.youtube.com/watch?v=8wYZjOzfTUk,Tim Dillon,"Comedy, Power, Conspiracy Theories, and Freedom"
157.0,Natalya Bailey: Rocket Engines and Electric Spacecraft Propulsion | Lex Fridman Podcast #157,426136,5680,CejJ2aVRUE8,2021-02-01 00:00:00,https://www.youtube.com/watch?v=CejJ2aVRUE8,Natalya Bailey,Rocket Engines and Electric Spacecraft Propulsion
158.0,Zev Weinstein: The Next Generation of Big Ideas and Brave Minds | Lex Fridman Podcast #158,286206,6272,QSPtSNqUCUw,2021-02-05 00:00:00,https://www.youtube.com/watch?v=QSPtSNqUCUw,Zev Weinstein,The Next Generation of Big Ideas and Brave Minds
159.0,"Richard Craib: WallStreetBets, Numerai, and the Future of Stock Trading | Lex Fridman Podcast #159",241343,6596,ziQSpuST6Es,2021-02-07 00:00:00,https://www.youtube.com/watch?v=ziQSpuST6Es,Richard Craib,"WallStreetBets, Numerai, and the Future of Stock Trading"
160.0,"Brendan Eich: JavaScript, Firefox, Mozilla, and Brave | Lex Fridman Podcast #160",825489,10759,krB0enBeSiE,2021-02-12 00:00:00,https://www.youtube.com/watch?v=krB0enBeSiE,Brendan Eich,"JavaScript, Firefox, Mozilla, and Brave"
161.0,"Jason Calacanis: Startups, Angel Investing, Capitalism, and Friendship | Lex Fridman Podcast #161",376505,7870,d2bYwYxqJCM,2021-02-15 00:00:00,https://www.youtube.com/watch?v=d2bYwYxqJCM,Jason Calacanis,"Startups, Angel Investing, Capitalism, and Friendship"
162.0,"Jim Keller: The Future of Computing, AI, Life, and Consciousness | Lex Fridman Podcast #162",1023899,9555,G4hL5Om4IJ4,2021-02-18 00:00:00,https://www.youtube.com/watch?v=G4hL5Om4IJ4,Jim Keller,"The Future of Computing, AI, Life, and Consciousness"
163.0,"Eric Weinstein: Difficult Conversations, Freedom of Speech, and Physics | Lex Fridman Podcast #163",1081533,9520,ifX_JnBfxTY,2021-02-22 00:00:00,https://www.youtube.com/watch?v=ifX_JnBfxTY,Eric Weinstein,"Difficult Conversations, Freedom of Speech, and Physics"
164.0,"Andrew Huberman: Sleep, Dreams, Creativity, Fasting, and Neuroplasticity | Lex Fridman Podcast #164",2382092,10403,ClxRHJPz8aQ,2021-02-28 00:00:00,https://www.youtube.com/watch?v=ClxRHJPz8aQ,Andrew Huberman,"Sleep, Dreams, Creativity, Fasting, and Neuroplasticity"
165.0,"Josh Barnett: Philosophy of Violence, Power, and the Martial Arts | Lex Fridman #165",225364,7916,YJWPowbCK_I,2021-03-01 00:00:00,https://www.youtube.com/watch?v=YJWPowbCK_I,Josh Barnett,"Philosophy of Violence, Power, and the Martial Arts"
166.0,"Cal Newport: Deep Work, Focus, Productivity, Email, and Social Media | Lex Fridman Podcast #166",1183415,10985,y3Umo_jd5AA,2021-03-04 00:00:00,https://www.youtube.com/watch?v=y3Umo_jd5AA,Cal Newport,"Deep Work, Focus, Productivity, Email, and Social Media"
167.0,"Saagar Enjeti: Politics, History, and Power | Lex Fridman Podcast #167",1629521,11343,grceJbuPUXI,2021-03-13 00:00:00,https://www.youtube.com/watch?v=grceJbuPUXI,Saagar Enjeti,"Politics, History, and Power"
168.0,"Silvio Micali: Cryptocurrency, Blockchain, Algorand, Bitcoin & Ethereum | Lex Fridman Podcast #168",510720,6821,zNdhgOk4-fE,2021-03-14 00:00:00,https://www.youtube.com/watch?v=zNdhgOk4-fE,Silvio Micali,"Cryptocurrency, Blockchain, Algorand, Bitcoin & Ethereum"
169.0,Ryan Hall: Solving Martial Arts from First Principles | Lex Fridman Podcast #169,280358,10408,VHg9sfOzBbY,2021-03-20 00:00:00,https://www.youtube.com/watch?v=VHg9sfOzBbY,Ryan Hall,Solving Martial Arts from First Principles
170.0,Ronald Sullivan: The Ideal of Justice in the Face of Controversy and Evil | Lex Fridman Podcast #170,181279,6217,Iuven0crywo,2021-03-21 00:00:00,https://www.youtube.com/watch?v=Iuven0crywo,Ronald Sullivan,The Ideal of Justice in the Face of Controversy and Evil
171.0,Anthony Pompliano: Bitcoin | Lex Fridman Podcast #171,710198,10936,IHg6ixt3CKc,2021-03-25 00:00:00,https://www.youtube.com/watch?v=IHg6ixt3CKc,Anthony Pompliano,Bitcoin
172.0,Ryan Schiller: Librex and the Free Exchange of Ideas on College Campuses | Lex Fridman Podcast #172,75692,8801,UOEpe17nPhE,2021-03-29 00:00:00,https://www.youtube.com/watch?v=UOEpe17nPhE,Ryan Schiller,Librex and the Free Exchange of Ideas on College Campuses
173.0,"Nic Carter: Bitcoin Core Values, Layered Scaling, and Blocksize Debates | Lex Fridman Podcast #173",582348,8835,mDyBbGCiBUU,2021-03-31 00:00:00,https://www.youtube.com/watch?v=mDyBbGCiBUU,Nic Carter,"Bitcoin Core Values, Layered Scaling, and Blocksize Debates"
174.0,Tyler Cowen: Economic Growth & the Fight Against Conformity & Mediocrity | Lex Fridman Podcast #174,298404,7798,7Grseeycor4,2021-04-10 00:00:00,https://www.youtube.com/watch?v=7Grseeycor4,Tyler Cowen,Economic Growth & the Fight Against Conformity & Mediocrity
175.0,Yannis Pappas: History and Comedy | Lex Fridman Podcast #175,297586,6649,dmVqpx4YOY4,2021-04-12 00:00:00,https://www.youtube.com/watch?v=dmVqpx4YOY4,Yannis Pappas,History and Comedy
176.0,Robert Breedlove: Philosophy of Bitcoin from First Principles | Lex Fridman Podcast #176,458718,14629,HrehEWYj16s,2021-04-17 00:00:00,https://www.youtube.com/watch?v=HrehEWYj16s,Robert Breedlove,Philosophy of Bitcoin from First Principles
177.0,Risto Miikkulainen: Neuroevolution and Evolutionary Computation | Lex Fridman Podcast #177,110639,6977,CY_LEa9xQtg,2021-04-18 00:00:00,https://www.youtube.com/watch?v=CY_LEa9xQtg,Risto Miikkulainen,Neuroevolution and Evolutionary Computation
178.0,"Michael Malice and Yaron Brook: Ayn Rand, Human Nature, and Anarchy | Lex Fridman Podcast #178",550289,15918,Pl3x4GINtBQ,2021-04-24 00:00:00,https://www.youtube.com/watch?v=Pl3x4GINtBQ,Michael Malice and Yaron Brook,"Ayn Rand, Human Nature, and Anarchy"
179.0,Georges St-Pierre: The Science of Fighting | Lex Fridman Podcast #179,1368779,9789,fIPxfzfOTxk,2021-04-25 00:00:00,https://www.youtube.com/watch?v=fIPxfzfOTxk,Georges St-Pierre,The Science of Fighting
180.0,Jeremi Suri: History of American Power | Lex Fridman Podcast #180,484357,7727,USnqkUAr_3w,2021-04-29 00:00:00,https://www.youtube.com/watch?v=USnqkUAr_3w,Jeremi Suri,History of American Power
181.0,"Sergey Nazarov: Chainlink, Smart Contracts, and Oracle Networks | Lex Fridman Podcast #181",827260,10797,TPXTmVdlyoc,2021-05-01 00:00:00,https://www.youtube.com/watch?v=TPXTmVdlyoc,Sergey Nazarov,"Chainlink, Smart Contracts, and Oracle Networks"
182.0,"John Danaher: The Path to Mastery in Jiu Jitsu, Grappling, Judo, and MMA | Lex Fridman Podcast #182",2264339,13074,ktuw6Ow4sd0,2021-05-09 00:00:00,https://www.youtube.com/watch?v=ktuw6Ow4sd0,John Danaher,"The Path to Mastery in Jiu Jitsu, Grappling, Judo, and MMA"
183.0,"Po-Shen Loh: Mathematics, Math Olympiad, Combinatorics & Contact Tracing | Lex Fridman Podcast #183",258406,8415,6z1JwZbX4dQ,2021-05-14 00:00:00,https://www.youtube.com/watch?v=6z1JwZbX4dQ,Po-Shen Loh,"Mathematics, Math Olympiad, Combinatorics & Contact Tracing"
184.0,"Katherine de Kleer: Planets, Moons, Asteroids & Life in Our Solar System | Lex Fridman Podcast #184",549645,7014,85F0FDsPHf8,2021-05-17 00:00:00,https://www.youtube.com/watch?v=85F0FDsPHf8,Katherine de Kleer,"Planets, Moons, Asteroids & Life in Our Solar System"
185.0,"Sam Harris: Consciousness, Free Will, Psychedelics, AI, UFOs, and Meaning | Lex Fridman Podcast #185",6524647,11840,4dC_nRYIDZU,2021-05-20 00:00:00,https://www.youtube.com/watch?v=4dC_nRYIDZU,Sam Harris,"Consciousness, Free Will, Psychedelics, AI, UFOs, and Meaning"
186.0,Bryan Johnson: Kernel Brain-Computer Interfaces | Lex Fridman Podcast #186,421033,9090,1YbcB6b4A2U,2021-05-24 00:00:00,https://www.youtube.com/watch?v=1YbcB6b4A2U,Bryan Johnson,Kernel Brain-Computer Interfaces
187.0,"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life & Aliens | Lex Fridman Podcast #187",932720,8540,LDTe8uFqbws,2021-05-29 00:00:00,https://www.youtube.com/watch?v=LDTe8uFqbws,Frank Wilczek,"Physics of Quarks, Dark Matter, Complexity, Life & Aliens"
188.0,Vitalik Buterin: Ethereum 2.0 | Lex Fridman Podcast #188,4783096,10920,XW0QZmtbjvs,2021-06-03 00:00:00,https://www.youtube.com/watch?v=XW0QZmtbjvs,Vitalik Buterin,Ethereum 2.0
189.0,David Sinclair: Extending the Human Lifespan Beyond 100 Years | Lex Fridman Podcast #189,615389,6094,jhKZIq3SlYE,2021-06-06 00:00:00,https://www.youtube.com/watch?v=jhKZIq3SlYE,David Sinclair,Extending the Human Lifespan Beyond 100 Years
190.0,Jordan Ellenberg: Mathematics of High-Dimensional Shapes and Geometries | Lex Fridman Podcast #190,203068,9707,tueAcSiiqYA,2021-06-12 00:00:00,https://www.youtube.com/watch?v=tueAcSiiqYA,Jordan Ellenberg,Mathematics of High-Dimensional Shapes and Geometries
191.0,Daniel Schmachtenberger: Steering Civilization Away from Self-Destruction | Lex Fridman Podcast #191,518211,15319,hGRNUw559SE,2021-06-14 00:00:00,https://www.youtube.com/watch?v=hGRNUw559SE,Daniel Schmachtenberger,Steering Civilization Away from Self-Destruction
192.0,Charles Hoskinson: Cardano | Lex Fridman Podcast #192,765489,17871,FKh8hjJNhWc,2021-06-16 00:00:00,https://www.youtube.com/watch?v=FKh8hjJNhWc,Charles Hoskinson,Cardano
193.0,Rob Reid: The Existential Threat of Engineered Viruses and Lab Leaks | Lex Fridman Podcast #193,170591,10752,cuD9uNFXnU8,2021-06-20 00:00:00,https://www.youtube.com/watch?v=cuD9uNFXnU8,Rob Reid,The Existential Threat of Engineered Viruses and Lab Leaks
194.0,"Bret Weinstein: Truth, Science, and Censorship in the Time of a Pandemic | Lex Fridman Podcast #194",3296888,11829,TG6BuSjwP4o,2021-06-25 00:00:00,https://www.youtube.com/watch?v=TG6BuSjwP4o,Bret Weinstein,"Truth, Science, and Censorship in the Time of a Pandemic"
195.0,Clara Sousa-Silva: Searching for Signs of Life on Venus and Other Planets | Lex Fridman Podcast #195,508526,7092,CGAvsmokB4c,2021-06-27 00:00:00,https://www.youtube.com/watch?v=CGAvsmokB4c,Clara Sousa-Silva,Searching for Signs of Life on Venus and Other Planets
196.0,Yeonmi Park: North Korea | Lex Fridman Podcast #196,1562006,7248,usDqSEKDVsA,2021-06-30 00:00:00,https://www.youtube.com/watch?v=usDqSEKDVsA,Yeonmi Park,North Korea
197.0,"Jocko Willink: War, Leadership, and Discipline | Lex Fridman Podcast #197",1214466,7058,n2RcVEftY48,2021-07-04 00:00:00,https://www.youtube.com/watch?v=n2RcVEftY48,Jocko Willink,"War, Leadership, and Discipline"
198.0,Sara Walker: The Origin of Life on Earth and Alien Worlds | Lex Fridman Podcast #198,935388,7168,-tDQ74I3Ovs,2021-07-09 00:00:00,https://www.youtube.com/watch?v=-tDQ74I3Ovs,Sara Walker,The Origin of Life on Earth and Alien Worlds
199.0,Roger Reaves: Smuggling Drugs for Pablo Escobar and the Medellin Cartel | Lex Fridman Podcast #199,2438156,7788,Udh22kuLebg,2021-07-11 00:00:00,https://www.youtube.com/watch?v=Udh22kuLebg,Roger Reaves,Smuggling Drugs for Pablo Escobar and the Medellin Cartel
200.0,Michael Malice: Totalitarianism and Anarchy | Lex Fridman Podcast #200,1951744,9441,R5rNoV1Qy_Q,2021-07-15 00:00:00,https://www.youtube.com/watch?v=R5rNoV1Qy_Q,Michael Malice,Totalitarianism and Anarchy
201.0,Konstantin Batygin: Planet 9 and the Edge of Our Solar System | Lex Fridman Podcast #201,2696976,9593,tm7poMupE8k,2021-07-18 00:00:00,https://www.youtube.com/watch?v=tm7poMupE8k,Konstantin Batygin,Planet 9 and the Edge of Our Solar System
202.0,Rick Doblin: Psychedelics | Lex Fridman Podcast #202,213133,9366,2tUiLxtrLxk,2021-07-20 00:00:00,https://www.youtube.com/watch?v=2tUiLxtrLxk,Rick Doblin,Psychedelics
203.0,Anya Fernald: Regenerative Farming and the Art of Cooking Meat | Lex Fridman Podcast #203,141201,6294,ew8U43IXTfk,2021-07-23 00:00:00,https://www.youtube.com/watch?v=ew8U43IXTfk,Anya Fernald,Regenerative Farming and the Art of Cooking Meat
204.0,Cumrun Vafa: String Theory | Lex Fridman Podcast #204,326905,8001,j4_VyRDOmN4,2021-07-25 00:00:00,https://www.youtube.com/watch?v=j4_VyRDOmN4,Cumrun Vafa,String Theory
205.0,Zach Bitter: Ultramarathon Running | Lex Fridman Podcast #205,188156,10907,0RTWSJAqTPg,2021-07-28 00:00:00,https://www.youtube.com/watch?v=0RTWSJAqTPg,Zach Bitter,Ultramarathon Running
206.0,Ishan Misra: Self-Supervised Deep Learning in Computer Vision | Lex Fridman Podcast #206,126512,9030,FUS6ceIvUnI,2021-07-31 00:00:00,https://www.youtube.com/watch?v=FUS6ceIvUnI,Ishan Misra,Self-Supervised Deep Learning in Computer Vision
207.0,Chris Duffin: The Mad Scientist of Strength | Lex Fridman Podcast #207,221697,9777,e4Bet29PVPY,2021-08-03 00:00:00,https://www.youtube.com/watch?v=e4Bet29PVPY,Chris Duffin,The Mad Scientist of Strength
208.0,Jeff Hawkins: The Thousand Brains Theory of Intelligence | Lex Fridman Podcast #208,286064,8309,Z1KwkpTUbkg,2021-08-07 00:00:00,https://www.youtube.com/watch?v=Z1KwkpTUbkg,Jeff Hawkins,The Thousand Brains Theory of Intelligence
209.0,Luís and João Batalha: Fermat's Library and the Art of Studying Papers | Lex Fridman Podcast #209,125605,10492,ndMahzDCH1Y,2021-08-08 00:00:00,https://www.youtube.com/watch?v=ndMahzDCH1Y,Luís and João Batalha,Fermat's Library and the Art of Studying Papers
210.0,Matt Walker: Sleep | Lex Fridman Podcast #210,354254,10098,Hc4XvHTlW3s,2021-08-11 00:00:00,https://www.youtube.com/watch?v=Hc4XvHTlW3s,Matt Walker,Sleep
211.0,Brian Muraresku: The Secret History of Psychedelics | Lex Fridman Podcast #211,573930,6748,oYQh1ZNkC70,2021-08-14 00:00:00,https://www.youtube.com/watch?v=oYQh1ZNkC70,Brian Muraresku,The Secret History of Psychedelics
212.0,"Joscha Bach: Nature of Reality, Dreams, and Consciousness | Lex Fridman Podcast #212",1644154,11541,rIpUf-Vy2JA,2021-08-21 00:00:00,https://www.youtube.com/watch?v=rIpUf-Vy2JA,Joscha Bach,"Nature of Reality, Dreams, and Consciousness"
213.0,Barry Barish: Gravitational Waves and the Most Precise Device Ever Built | Lex Fridman Podcast #213,308693,8575,J48bm21q8_A,2021-08-23 00:00:00,https://www.youtube.com/watch?v=J48bm21q8_A,Barry Barish,Gravitational Waves and the Most Precise Device Ever Built
214.0,Jed Buchwald: Isaac Newton and the Philosophy of Science | Lex Fridman Podcast #214,177138,6737,TRdL6ZzWBS0,2021-08-27 00:00:00,https://www.youtube.com/watch?v=TRdL6ZzWBS0,Jed Buchwald,Isaac Newton and the Philosophy of Science
215.0,"Wojciech Zaremba: OpenAI Codex, GPT-3, Robotics, and the Future of AI | Lex Fridman Podcast #215",292420,10293,U5OD8MjYnOM,2021-08-29 00:00:00,https://www.youtube.com/watch?v=U5OD8MjYnOM,Wojciech Zaremba,"OpenAI Codex, GPT-3, Robotics, and the Future of AI"
216.0,Vincent Racaniello: Viruses and Vaccines | Lex Fridman Podcast #216,675537,12520,G433fa01oMU,2021-09-01 00:00:00,https://www.youtube.com/watch?v=G433fa01oMU,Vincent Racaniello,Viruses and Vaccines
