title,views,length,video_id,publish_date,url
Chris Blattman: War and Violence | Lex Fridman Podcast #273,193506,10107,DbXjoXnIxQo,2022-04-03 00:00:00,https://www.youtube.com/watch?v=DbXjoXnIxQo
RZA and Lex Fridman play chess,239181,878,FxHvCbGfHvU,2022-03-31 00:00:00,https://www.youtube.com/watch?v=FxHvCbGfHvU
Brett Johnson: US Most Wanted Cybercriminal | Lex Fridman Podcast #272,6943849,13645,cC1LFC0KFSw,2022-03-27 00:00:00,https://www.youtube.com/watch?v=cC1LFC0KFSw
Ariel Ekblaw: Space Colonization and Self-Assembling Space Megastructures | Lex Fridman Podcast #271,499790,6409,KW8Vjs84Fxg,2022-03-23 00:00:00,https://www.youtube.com/watch?v=KW8Vjs84Fxg
Lex Fridman interviews a racoon,247839,25,JVPjFDRlZf4,2022-03-18 00:00:00,https://www.youtube.com/watch?v=JVPjFDRlZf4
David Wolpe: Judaism | Lex Fridman Podcast #270,371545,7856,urdNsyZBqhQ,2022-03-16 00:00:00,https://www.youtube.com/watch?v=urdNsyZBqhQ
"Lee Cronin: Origin of Life, Aliens, Complexity, and Consciousness | Lex Fridman Podcast #269",1020710,14751,ZecQ64l-gKM,2022-03-11 00:00:00,https://www.youtube.com/watch?v=ZecQ64l-gKM
Robert Proctor: Nazi Science and Ideology | Lex Fridman Podcast #268,902733,10181,Y3VBCWIDEzk,2022-03-05 00:00:00,https://www.youtube.com/watch?v=Y3VBCWIDEzk
"Mark Zuckerberg: Meta, Facebook, Instagram, and the Metaverse | Lex Fridman Podcast #267",4173869,7213,5zOHSysMmH0,2022-02-26 00:00:00,https://www.youtube.com/watch?v=5zOHSysMmH0
Nicole Perlroth: Cybersecurity and the Weapons of Cyberwar | Lex Fridman Podcast #266,810607,7295,hy2G3PhGm-g,2022-02-20 00:00:00,https://www.youtube.com/watch?v=hy2G3PhGm-g
Devon Larratt vs Lex Fridman: How to arm wrestle,635467,365,iLzO5x_1PNc,2022-02-18 00:00:00,https://www.youtube.com/watch?v=iLzO5x_1PNc
Devon Larratt: Arm Wrestling | Lex Fridman Podcast #265,1074036,7829,nvBEXXnNaNQ,2022-02-16 00:00:00,https://www.youtube.com/watch?v=nvBEXXnNaNQ
"Tim Urban: Elon Musk, Neuralink, AI, Aliens, and the Future of Humanity | Lex Fridman Podcast #264",625386,9423,0Jd7fJgFkPU,2022-02-13 00:00:00,https://www.youtube.com/watch?v=0Jd7fJgFkPU
John Abramson: Big Pharma | Lex Fridman Podcast #263,909393,8249,arrokG3wCdE,2022-02-11 00:00:00,https://www.youtube.com/watch?v=arrokG3wCdE
Joe Rogan gifts Lex Fridman his favorite watch,1264920,191,mQ7ECcjXazw,2022-02-09 00:00:00,https://www.youtube.com/watch?v=mQ7ECcjXazw
Garry Nolan: UFOs and Aliens | Lex Fridman Podcast #262,5114315,6178,uTCc2-1tbBQ,2022-02-06 00:00:00,https://www.youtube.com/watch?v=uTCc2-1tbBQ
"Philip Goff: Consciousness, Panpsychism, and the Philosophy of Mind | Lex Fridman Podcast #261",249393,9991,BCdV6BMMpOo,2022-02-03 00:00:00,https://www.youtube.com/watch?v=BCdV6BMMpOo
"Georges St-Pierre, John Danaher & Gordon Ryan: The Greatest of All Time | Lex Fridman Podcast #260",2135952,10742,KdmDtqB46Jc,2022-01-30 00:00:00,https://www.youtube.com/watch?v=KdmDtqB46Jc
Yann LeCun: Dark Matter of Intelligence and Self-Supervised Learning | Lex Fridman Podcast #258,417858,9910,SGzMElJ11Cc,2022-01-22 00:00:00,https://www.youtube.com/watch?v=SGzMElJ11Cc
Nationalism Debate: Yaron Brook and Yoram Hazony | Lex Fridman Podcast #256,765616,10685,Q24cpnHzx8I,2022-01-15 00:00:00,https://www.youtube.com/watch?v=Q24cpnHzx8I
GSP teaches Lex Fridman how to street fight,3142053,377,3MoiMCWhGuw,2022-01-10 00:00:00,https://www.youtube.com/watch?v=3MoiMCWhGuw
Mark Normand: Comedy! | Lex Fridman Podcast #255,594382,6607,WzsivT_Ap1w,2022-01-08 00:00:00,https://www.youtube.com/watch?v=WzsivT_Ap1w
Michael Malice: New Year's Special | Lex Fridman Podcast #253,1830106,12222,B2tXN7ZnSfU,2021-12-31 00:00:00,https://www.youtube.com/watch?v=B2tXN7ZnSfU
Elon Musk Meme Review,354295,889,oJHb5a3ggzE,2021-12-30 00:00:00,https://www.youtube.com/watch?v=oJHb5a3ggzE
"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252",9966259,9108,DxREm3s1scA,2021-12-28 00:00:00,https://www.youtube.com/watch?v=DxREm3s1scA
"Ray Dalio: Money, Power, and the Collapse of Empires | Lex Fridman Podcast #251",2260752,5558,TISMidxdZoc,2021-12-25 00:00:00,https://www.youtube.com/watch?v=TISMidxdZoc
Joe Rogan trolling Lex Fridman,2665766,61,cYPz_kisGws,2021-12-24 00:00:00,https://www.youtube.com/watch?v=cYPz_kisGws
"Peter Wang: Python and the Source Code of Humans, Computers, and Reality | Lex Fridman Podcast #250",520853,10000,X0-SXS6zdEQ,2021-12-23 00:00:00,https://www.youtube.com/watch?v=X0-SXS6zdEQ
Albert Bourla: Pfizer CEO | Lex Fridman Podcast #249,370158,4084,Z_LhPMhkEdw,2021-12-18 00:00:00,https://www.youtube.com/watch?v=Z_LhPMhkEdw
The biggest chess game ever,172768,162,Iy_oYCNhiUI,2021-12-11 00:00:00,https://www.youtube.com/watch?v=Iy_oYCNhiUI
Jamie Metzl: Lab Leak Theory | Lex Fridman Podcast #247,530124,17709,K78jqx9fx2I,2021-12-08 00:00:00,https://www.youtube.com/watch?v=K78jqx9fx2I
Peter Woit: Theories of Everything & Why String Theory is Not Even Wrong | Lex Fridman Podcast #246,342519,8156,nDDJFvuFXdc,2021-12-03 00:00:00,https://www.youtube.com/watch?v=nDDJFvuFXdc
Tom Brands: Iowa Wrestling | Lex Fridman Podcast #245,75393,3302,Ww6pfsWmkdY,2021-11-30 00:00:00,https://www.youtube.com/watch?v=Ww6pfsWmkdY
"Robert Crews: Afghanistan, Taliban, Bin Laden, and War in the Middle East | Lex Fridman Podcast #244",293210,9767,CDiqA4SJNpA,2021-11-28 00:00:00,https://www.youtube.com/watch?v=CDiqA4SJNpA
Kevin Systrom: Instagram | Lex Fridman Podcast #243,242181,9878,3pvpNKUPbIY,2021-11-23 00:00:00,https://www.youtube.com/watch?v=3pvpNKUPbIY
"Boris Sofman: Waymo, Cozmo, Self-Driving Cars, and the Future of Robotics | Lex Fridman Podcast #241",278881,11654,U_AREIyd0Fc,2021-11-16 00:00:00,https://www.youtube.com/watch?v=U_AREIyd0Fc
"Neal Stephenson: Sci-Fi, Space, Aliens, AI, VR & the Future of Humanity | Lex Fridman Podcast #240",1361408,9591,xAfdSak2fs8,2021-11-11 00:00:00,https://www.youtube.com/watch?v=xAfdSak2fs8
"Niall Ferguson: History of Money, Power, War, and Truth | Lex Fridman Podcast #239",1107005,9673,xF6x1ftN-H4,2021-11-08 00:00:00,https://www.youtube.com/watch?v=xF6x1ftN-H4
Francis Collins: National Institutes of Health (NIH) | Lex Fridman Podcast #238,165396,5213,mRZE-SJShkE,2021-11-05 00:00:00,https://www.youtube.com/watch?v=mRZE-SJShkE
Steve Viscelli: Trucking and the Decline of the American Dream | Lex Fridman Podcast #237,795341,11537,a3Wpy6gE4So,2021-11-03 00:00:00,https://www.youtube.com/watch?v=a3Wpy6gE4So
Jimmy Pedro: Judo and the Forging of Champions | Lex Fridman Podcast #236,146633,8588,uy1fX2vOAEE,2021-10-31 00:00:00,https://www.youtube.com/watch?v=uy1fX2vOAEE
Michael Mina: Rapid COVID Testing | Lex Fridman Podcast #235,59439,6407,80OvNaEgmmw,2021-10-29 00:00:00,https://www.youtube.com/watch?v=80OvNaEgmmw
Stephen Wolfram: Complexity and the Fabric of Reality | Lex Fridman Podcast #234,2825334,13123,4-SGpEInX_c,2021-10-26 00:00:00,https://www.youtube.com/watch?v=4-SGpEInX_c
Pixel 6 AI explained | Lex Fridman,208488,552,OSRDheEe0ik,2021-10-25 00:00:00,https://www.youtube.com/watch?v=OSRDheEe0ik
"Carl Hart: Heroin, Cocaine, MDMA, Alcohol & the Role of Drugs in Society | Lex Fridman Podcast #233",389896,4263,3LWNY70Oj4A,2021-10-23 00:00:00,https://www.youtube.com/watch?v=3LWNY70Oj4A
"Brian Greene: Quantum Gravity, The Big Bang, Aliens, Death, and Meaning | Lex Fridman Podcast #232",1554804,6345,98HZanvAJ8Y,2021-10-20 00:00:00,https://www.youtube.com/watch?v=98HZanvAJ8Y
"Alex Gladstein: Bitcoin, Authoritarianism, and Human Rights | Lex Fridman Podcast #231",325011,9217,kSbMU5CbFM0,2021-10-16 00:00:00,https://www.youtube.com/watch?v=kSbMU5CbFM0
"Kelsi Sheren: War, Artillery, PTSD, and Love | Lex Fridman Podcast #230",176101,14766,PbN3HzKkW4M,2021-10-14 00:00:00,https://www.youtube.com/watch?v=PbN3HzKkW4M
"Richard Wrangham: Violence, Sex, and Fire in Human Evolution | Lex Fridman Podcast #229",502832,9322,YJF01_ztxwY,2021-10-10 00:00:00,https://www.youtube.com/watch?v=YJF01_ztxwY
"RZA: Wu-Tang Clan, Kung Fu, Chess, God, Life, and Death | Lex Fridman Podcast #228",452340,5180,Iau6W5pjy9Y,2021-10-05 00:00:00,https://www.youtube.com/watch?v=Iau6W5pjy9Y
"Sean Kelly: Existentialism, Nihilism, and the Search for Meaning | Lex Fridman Podcast #227",1112452,10378,cC1HszE5Hcw,2021-09-30 00:00:00,https://www.youtube.com/watch?v=cC1HszE5Hcw
"Travis Oliphant: NumPy, SciPy, Anaconda, Python & Scientific Programming | Lex Fridman Podcast #224",577239,11124,gFEE3w7F0ww,2021-09-22 00:00:00,https://www.youtube.com/watch?v=gFEE3w7F0ww
"Travis Stevens: Judo, Olympics, and Mental Toughness | Lex Fridman Podcast #223",593656,13363,uiNpESmPioQ,2021-09-20 00:00:00,https://www.youtube.com/watch?v=uiNpESmPioQ
Jay McClelland: Neural Networks and the Emergence of Cognition | Lex Fridman Podcast #222,166092,9117,Ui38ZzTymDY,2021-09-19 00:00:00,https://www.youtube.com/watch?v=Ui38ZzTymDY
Douglas Lenat: Cyc and the Quest to Solve Common Sense Reasoning in AI | Lex Fridman Podcast #221,123886,10376,3wMKoSRbGVs,2021-09-15 00:00:00,https://www.youtube.com/watch?v=3wMKoSRbGVs
Niels Jorgensen: New York Firefighters and the Heroes of 9/11 | Lex Fridman Podcast #220,178463,9848,hZenJc1fa70,2021-09-11 00:00:00,https://www.youtube.com/watch?v=hZenJc1fa70
"Donald Knuth: Programming, Algorithms, Hard Problems & the Game of Life | Lex Fridman Podcast #219",218680,8487,EE1R8FYUJm0,2021-09-09 00:00:00,https://www.youtube.com/watch?v=EE1R8FYUJm0
"Jaron Lanier: Virtual Reality, Social Media & the Future of Humans and AI | Lex Fridman Podcast #218",530163,6749,Fx0G6DHMfXM,2021-09-06 00:00:00,https://www.youtube.com/watch?v=Fx0G6DHMfXM
Rodney Brooks: Robotics | Lex Fridman Podcast #217,154549,8692,nre0QT9LN6w,2021-09-03 00:00:00,https://www.youtube.com/watch?v=nre0QT9LN6w
Vincent Racaniello: Viruses and Vaccines | Lex Fridman Podcast #216,675537,12520,G433fa01oMU,2021-09-01 00:00:00,https://www.youtube.com/watch?v=G433fa01oMU
"Wojciech Zaremba: OpenAI Codex, GPT-3, Robotics, and the Future of AI | Lex Fridman Podcast #215",292420,10293,U5OD8MjYnOM,2021-08-29 00:00:00,https://www.youtube.com/watch?v=U5OD8MjYnOM
Andrew Huberman's first jiu jitsu class with Lex Fridman,1662255,460,hwYzrSF9unk,2021-08-28 00:00:00,https://www.youtube.com/watch?v=hwYzrSF9unk
Jed Buchwald: Isaac Newton and the Philosophy of Science | Lex Fridman Podcast #214,177138,6737,TRdL6ZzWBS0,2021-08-27 00:00:00,https://www.youtube.com/watch?v=TRdL6ZzWBS0
Barry Barish: Gravitational Waves and the Most Precise Device Ever Built | Lex Fridman Podcast #213,308693,8575,J48bm21q8_A,2021-08-23 00:00:00,https://www.youtube.com/watch?v=J48bm21q8_A
"Joscha Bach: Nature of Reality, Dreams, and Consciousness | Lex Fridman Podcast #212",1644154,11541,rIpUf-Vy2JA,2021-08-21 00:00:00,https://www.youtube.com/watch?v=rIpUf-Vy2JA
Tesla AI Day Highlights | Lex Fridman,524292,689,ABbDB6xri8o,2021-08-20 00:00:00,https://www.youtube.com/watch?v=ABbDB6xri8o
Brian Muraresku: The Secret History of Psychedelics | Lex Fridman Podcast #211,573930,6748,oYQh1ZNkC70,2021-08-14 00:00:00,https://www.youtube.com/watch?v=oYQh1ZNkC70
Matt Walker: Sleep | Lex Fridman Podcast #210,354254,10098,Hc4XvHTlW3s,2021-08-11 00:00:00,https://www.youtube.com/watch?v=Hc4XvHTlW3s
Luís and João Batalha: Fermat's Library and the Art of Studying Papers | Lex Fridman Podcast #209,125605,10492,ndMahzDCH1Y,2021-08-08 00:00:00,https://www.youtube.com/watch?v=ndMahzDCH1Y
Jeff Hawkins: The Thousand Brains Theory of Intelligence | Lex Fridman Podcast #208,286064,8309,Z1KwkpTUbkg,2021-08-07 00:00:00,https://www.youtube.com/watch?v=Z1KwkpTUbkg
Chris Duffin: The Mad Scientist of Strength | Lex Fridman Podcast #207,221697,9777,e4Bet29PVPY,2021-08-03 00:00:00,https://www.youtube.com/watch?v=e4Bet29PVPY
Ishan Misra: Self-Supervised Deep Learning in Computer Vision | Lex Fridman Podcast #206,126512,9030,FUS6ceIvUnI,2021-07-31 00:00:00,https://www.youtube.com/watch?v=FUS6ceIvUnI
Zach Bitter: Ultramarathon Running | Lex Fridman Podcast #205,188156,10907,0RTWSJAqTPg,2021-07-28 00:00:00,https://www.youtube.com/watch?v=0RTWSJAqTPg
Cumrun Vafa: String Theory | Lex Fridman Podcast #204,326905,8001,j4_VyRDOmN4,2021-07-25 00:00:00,https://www.youtube.com/watch?v=j4_VyRDOmN4
Anya Fernald: Regenerative Farming and the Art of Cooking Meat | Lex Fridman Podcast #203,141201,6294,ew8U43IXTfk,2021-07-23 00:00:00,https://www.youtube.com/watch?v=ew8U43IXTfk
Rick Doblin: Psychedelics | Lex Fridman Podcast #202,213133,9366,2tUiLxtrLxk,2021-07-20 00:00:00,https://www.youtube.com/watch?v=2tUiLxtrLxk
Konstantin Batygin: Planet 9 and the Edge of Our Solar System | Lex Fridman Podcast #201,2696976,9593,tm7poMupE8k,2021-07-18 00:00:00,https://www.youtube.com/watch?v=tm7poMupE8k
Michael Malice: Totalitarianism and Anarchy | Lex Fridman Podcast #200,1951744,9441,R5rNoV1Qy_Q,2021-07-15 00:00:00,https://www.youtube.com/watch?v=R5rNoV1Qy_Q
Roger Reaves: Smuggling Drugs for Pablo Escobar and the Medellin Cartel | Lex Fridman Podcast #199,2438156,7788,Udh22kuLebg,2021-07-11 00:00:00,https://www.youtube.com/watch?v=Udh22kuLebg
Sara Walker: The Origin of Life on Earth and Alien Worlds | Lex Fridman Podcast #198,935388,7168,-tDQ74I3Ovs,2021-07-09 00:00:00,https://www.youtube.com/watch?v=-tDQ74I3Ovs
Yeonmi Park: North Korea | Lex Fridman Podcast #196,1562006,7248,usDqSEKDVsA,2021-06-30 00:00:00,https://www.youtube.com/watch?v=usDqSEKDVsA
Clara Sousa-Silva: Searching for Signs of Life on Venus and Other Planets | Lex Fridman Podcast #195,508526,7092,CGAvsmokB4c,2021-06-27 00:00:00,https://www.youtube.com/watch?v=CGAvsmokB4c
"Bret Weinstein: Truth, Science, and Censorship in the Time of a Pandemic | Lex Fridman Podcast #194",3296888,11829,TG6BuSjwP4o,2021-06-25 00:00:00,https://www.youtube.com/watch?v=TG6BuSjwP4o
Rob Reid: The Existential Threat of Engineered Viruses and Lab Leaks | Lex Fridman Podcast #193,170591,10752,cuD9uNFXnU8,2021-06-20 00:00:00,https://www.youtube.com/watch?v=cuD9uNFXnU8
Charles Hoskinson: Cardano | Lex Fridman Podcast #192,765489,17871,FKh8hjJNhWc,2021-06-16 00:00:00,https://www.youtube.com/watch?v=FKh8hjJNhWc
Daniel Schmachtenberger: Steering Civilization Away from Self-Destruction | Lex Fridman Podcast #191,518211,15319,hGRNUw559SE,2021-06-14 00:00:00,https://www.youtube.com/watch?v=hGRNUw559SE
Jordan Ellenberg: Mathematics of High-Dimensional Shapes and Geometries | Lex Fridman Podcast #190,203068,9707,tueAcSiiqYA,2021-06-12 00:00:00,https://www.youtube.com/watch?v=tueAcSiiqYA
David Sinclair: Extending the Human Lifespan Beyond 100 Years | Lex Fridman Podcast #189,615389,6094,jhKZIq3SlYE,2021-06-06 00:00:00,https://www.youtube.com/watch?v=jhKZIq3SlYE
Vitalik Buterin: Ethereum 2.0 | Lex Fridman Podcast #188,4783096,10920,XW0QZmtbjvs,2021-06-03 00:00:00,https://www.youtube.com/watch?v=XW0QZmtbjvs
"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life & Aliens | Lex Fridman Podcast #187",932720,8540,LDTe8uFqbws,2021-05-29 00:00:00,https://www.youtube.com/watch?v=LDTe8uFqbws
Bryan Johnson: Kernel Brain-Computer Interfaces | Lex Fridman Podcast #186,421033,9090,1YbcB6b4A2U,2021-05-24 00:00:00,https://www.youtube.com/watch?v=1YbcB6b4A2U
"Sam Harris: Consciousness, Free Will, Psychedelics, AI, UFOs, and Meaning | Lex Fridman Podcast #185",6524647,11840,4dC_nRYIDZU,2021-05-20 00:00:00,https://www.youtube.com/watch?v=4dC_nRYIDZU
"Katherine de Kleer: Planets, Moons, Asteroids & Life in Our Solar System | Lex Fridman Podcast #184",549645,7014,85F0FDsPHf8,2021-05-17 00:00:00,https://www.youtube.com/watch?v=85F0FDsPHf8
"Po-Shen Loh: Mathematics, Math Olympiad, Combinatorics & Contact Tracing | Lex Fridman Podcast #183",258406,8415,6z1JwZbX4dQ,2021-05-14 00:00:00,https://www.youtube.com/watch?v=6z1JwZbX4dQ
"Sergey Nazarov: Chainlink, Smart Contracts, and Oracle Networks | Lex Fridman Podcast #181",827260,10797,TPXTmVdlyoc,2021-05-01 00:00:00,https://www.youtube.com/watch?v=TPXTmVdlyoc
Jeremi Suri: History of American Power | Lex Fridman Podcast #180,484357,7727,USnqkUAr_3w,2021-04-29 00:00:00,https://www.youtube.com/watch?v=USnqkUAr_3w
Georges St-Pierre: The Science of Fighting | Lex Fridman Podcast #179,1368779,9789,fIPxfzfOTxk,2021-04-25 00:00:00,https://www.youtube.com/watch?v=fIPxfzfOTxk
"Michael Malice and Yaron Brook: Ayn Rand, Human Nature, and Anarchy | Lex Fridman Podcast #178",550289,15918,Pl3x4GINtBQ,2021-04-24 00:00:00,https://www.youtube.com/watch?v=Pl3x4GINtBQ
Risto Miikkulainen: Neuroevolution and Evolutionary Computation | Lex Fridman Podcast #177,110639,6977,CY_LEa9xQtg,2021-04-18 00:00:00,https://www.youtube.com/watch?v=CY_LEa9xQtg
Robert Breedlove: Philosophy of Bitcoin from First Principles | Lex Fridman Podcast #176,458718,14629,HrehEWYj16s,2021-04-17 00:00:00,https://www.youtube.com/watch?v=HrehEWYj16s
Yannis Pappas: History and Comedy | Lex Fridman Podcast #175,297586,6649,dmVqpx4YOY4,2021-04-12 00:00:00,https://www.youtube.com/watch?v=dmVqpx4YOY4
Tyler Cowen: Economic Growth & the Fight Against Conformity & Mediocrity | Lex Fridman Podcast #174,298404,7798,7Grseeycor4,2021-04-10 00:00:00,https://www.youtube.com/watch?v=7Grseeycor4
"Nic Carter: Bitcoin Core Values, Layered Scaling, and Blocksize Debates | Lex Fridman Podcast #173",582348,8835,mDyBbGCiBUU,2021-03-31 00:00:00,https://www.youtube.com/watch?v=mDyBbGCiBUU
Ryan Schiller: Librex and the Free Exchange of Ideas on College Campuses | Lex Fridman Podcast #172,75692,8801,UOEpe17nPhE,2021-03-29 00:00:00,https://www.youtube.com/watch?v=UOEpe17nPhE
Anthony Pompliano: Bitcoin | Lex Fridman Podcast #171,710198,10936,IHg6ixt3CKc,2021-03-25 00:00:00,https://www.youtube.com/watch?v=IHg6ixt3CKc
Ronald Sullivan: The Ideal of Justice in the Face of Controversy and Evil | Lex Fridman Podcast #170,181279,6217,Iuven0crywo,2021-03-21 00:00:00,https://www.youtube.com/watch?v=Iuven0crywo
Ryan Hall: Solving Martial Arts from First Principles | Lex Fridman Podcast #169,280358,10408,VHg9sfOzBbY,2021-03-20 00:00:00,https://www.youtube.com/watch?v=VHg9sfOzBbY
"Silvio Micali: Cryptocurrency, Blockchain, Algorand, Bitcoin & Ethereum | Lex Fridman Podcast #168",510720,6821,zNdhgOk4-fE,2021-03-14 00:00:00,https://www.youtube.com/watch?v=zNdhgOk4-fE
"Saagar Enjeti: Politics, History, and Power | Lex Fridman Podcast #167",1629521,11343,grceJbuPUXI,2021-03-13 00:00:00,https://www.youtube.com/watch?v=grceJbuPUXI
"Cal Newport: Deep Work, Focus, Productivity, Email, and Social Media | Lex Fridman Podcast #166",1183415,10985,y3Umo_jd5AA,2021-03-04 00:00:00,https://www.youtube.com/watch?v=y3Umo_jd5AA
"Josh Barnett: Philosophy of Violence, Power, and the Martial Arts | Lex Fridman #165",225364,7916,YJWPowbCK_I,2021-03-01 00:00:00,https://www.youtube.com/watch?v=YJWPowbCK_I
"Andrew Huberman: Sleep, Dreams, Creativity, Fasting, and Neuroplasticity | Lex Fridman Podcast #164",2382092,10403,ClxRHJPz8aQ,2021-02-28 00:00:00,https://www.youtube.com/watch?v=ClxRHJPz8aQ
"Eric Weinstein: Difficult Conversations, Freedom of Speech, and Physics | Lex Fridman Podcast #163",1081533,9520,ifX_JnBfxTY,2021-02-22 00:00:00,https://www.youtube.com/watch?v=ifX_JnBfxTY
"Jim Keller: The Future of Computing, AI, Life, and Consciousness | Lex Fridman Podcast #162",1023899,9555,G4hL5Om4IJ4,2021-02-18 00:00:00,https://www.youtube.com/watch?v=G4hL5Om4IJ4
"Jason Calacanis: Startups, Angel Investing, Capitalism, and Friendship | Lex Fridman Podcast #161",376505,7870,d2bYwYxqJCM,2021-02-15 00:00:00,https://www.youtube.com/watch?v=d2bYwYxqJCM
"Brendan Eich: JavaScript, Firefox, Mozilla, and Brave | Lex Fridman Podcast #160",825489,10759,krB0enBeSiE,2021-02-12 00:00:00,https://www.youtube.com/watch?v=krB0enBeSiE
"Richard Craib: WallStreetBets, Numerai, and the Future of Stock Trading | Lex Fridman Podcast #159",241343,6596,ziQSpuST6Es,2021-02-07 00:00:00,https://www.youtube.com/watch?v=ziQSpuST6Es
Zev Weinstein: The Next Generation of Big Ideas and Brave Minds | Lex Fridman Podcast #158,286206,6272,QSPtSNqUCUw,2021-02-05 00:00:00,https://www.youtube.com/watch?v=QSPtSNqUCUw
Training for David Goggins - 4x4x48 Challenge | Lex Fridman,114103,500,x02fjnpqiyA,2021-02-03 00:00:00,https://www.youtube.com/watch?v=x02fjnpqiyA
Natalya Bailey: Rocket Engines and Electric Spacecraft Propulsion | Lex Fridman Podcast #157,426136,5680,CejJ2aVRUE8,2021-02-01 00:00:00,https://www.youtube.com/watch?v=CejJ2aVRUE8
"Tim Dillon: Comedy, Power, Conspiracy Theories, and Freedom | Lex Fridman Podcast #156",2089463,8560,8wYZjOzfTUk,2021-01-29 00:00:00,https://www.youtube.com/watch?v=8wYZjOzfTUk
Lex Fridman: Ask Me Anything - AMA January 2021 | Lex Fridman Podcast,212395,4398,6ePR2TWYVkI,2021-01-27 00:00:00,https://www.youtube.com/watch?v=6ePR2TWYVkI
Max Tegmark: AI and Physics | Lex Fridman Podcast #155,1721935,10963,RL4j4KPwNGM,2021-01-17 00:00:00,https://www.youtube.com/watch?v=RL4j4KPwNGM
"Avi Loeb: Aliens, Black Holes, and the Mystery of the Oumuamua | Lex Fridman Podcast #154",5178635,9831,plcc6E-E1uU,2021-01-13 00:00:00,https://www.youtube.com/watch?v=plcc6E-E1uU
"Dmitry Korkin: Evolution of Proteins, Viruses, Life, and AI | Lex Fridman Podcast #153",117000,7957,I51DuprOb0o,2021-01-11 00:00:00,https://www.youtube.com/watch?v=I51DuprOb0o
"Dan Gable: Olympic Wrestling, Mental Toughness & the Making of Champions | Lex Fridman Podcast #152",175277,4201,pRzelZlKl7E,2021-01-09 00:00:00,https://www.youtube.com/watch?v=pRzelZlKl7E
Dan Kokotov: Speech Recognition with AI and Humans | Lex Fridman Podcast #151,72991,5326,yTWa-Z1UQwU,2021-01-04 00:00:00,https://www.youtube.com/watch?v=yTWa-Z1UQwU
Lex Fridman plays The Stanley Parable,683381,3227,OIEIr4wtVvU,2021-01-02 00:00:00,https://www.youtube.com/watch?v=OIEIr4wtVvU
"Michael Malice: Freedom, Hope, and Happiness Amidst Chaos | Lex Fridman Podcast #150",1862213,10972,uykM3NhJbso,2020-12-31 00:00:00,https://www.youtube.com/watch?v=uykM3NhJbso
"Diana Walsh Pasulka: Aliens, Technology, Religion & the Nature of Belief | Lex Fridman Podcast #149",1641051,10514,iqBh7G4uDR8,2020-12-27 00:00:00,https://www.youtube.com/watch?v=iqBh7G4uDR8
Charles Isbell and Michael Littman: Machine Learning and Education | Lex Fridman Podcast #148,189839,7067,yzMVEbs8Zz0,2020-12-26 00:00:00,https://www.youtube.com/watch?v=yzMVEbs8Zz0
How many alien civilizations are out there?,431163,1323,JTmxA2MvEqk,2020-12-23 00:00:00,https://www.youtube.com/watch?v=JTmxA2MvEqk
Dmitri Dolgov: Waymo and the Future of Self-Driving Cars | Lex Fridman Podcast #147,97773,8590,P6prRXkI5HM,2020-12-20 00:00:00,https://www.youtube.com/watch?v=P6prRXkI5HM
"Michael Mina: Rapid Testing, Viruses, and the Engineering Mindset | Lex Fridman Podcast #146",153308,8051,L-RuvUkcyJI,2020-12-18 00:00:00,https://www.youtube.com/watch?v=L-RuvUkcyJI
Matthew Johnson: Psychedelics | Lex Fridman Podcast #145,1464592,12898,ICj8p5jPd3Y,2020-12-13 00:00:00,https://www.youtube.com/watch?v=ICj8p5jPd3Y
Michael Littman: Reinforcement Learning and the Future of AI | Lex Fridman Podcast #144,92999,6992,c9AbECvRt20,2020-12-12 00:00:00,https://www.youtube.com/watch?v=c9AbECvRt20
Lex Fridman plays Cyberpunk 2077,504008,4212,bseWFCHATzU,2020-12-10 00:00:00,https://www.youtube.com/watch?v=bseWFCHATzU
John Clarke: The Art of Fighting and the Pursuit of Excellence | Lex Fridman Podcast #143,90593,10489,RvhpncC5jZ8,2020-12-06 00:00:00,https://www.youtube.com/watch?v=RvhpncC5jZ8
DeepMind solves protein folding | AlphaFold 2,335250,1001,W7wJDJ56c88,2020-12-02 00:00:00,https://www.youtube.com/watch?v=W7wJDJ56c88
"Manolis Kellis: Meaning of Life, the Universe, and Everything | Lex Fridman Podcast #142",185127,7856,bgNzUxyS-kQ,2020-11-30 00:00:00,https://www.youtube.com/watch?v=bgNzUxyS-kQ
10 things I'm grateful for this Thanksgiving,47068,457,ipQBP1wRFNM,2020-11-26 00:00:00,https://www.youtube.com/watch?v=ipQBP1wRFNM
Comma.ai Drive and Tour with George Hotz and Lex Fridman,209942,1055,Lks97-GLElk,2020-11-23 00:00:00,https://www.youtube.com/watch?v=Lks97-GLElk
How to learn and master a new skill,747487,578,_ySbzVXiwzQ,2020-11-21 00:00:00,https://www.youtube.com/watch?v=_ySbzVXiwzQ
"Lisa Feldman Barrett: Love, Evolution, and the Human Brain | Lex Fridman Podcast #140",202798,8137,S_AFc_BXht4,2020-11-20 00:00:00,https://www.youtube.com/watch?v=S_AFc_BXht4
Andrew Huberman: Neuroscience of Optimal Performance | Lex Fridman Podcast #139,1821624,9135,Ktj050DxG7Q,2020-11-16 00:00:00,https://www.youtube.com/watch?v=Ktj050DxG7Q
